"Position","Nickname","Species","Nature","Gender","ESV","HP_Type","Ability","Move1","Move2","Move3","Move4","HeldItem","HP","ATK","DEF","SPA","SPD","SPE","MetLoc","EggLoc","Ball","OT","Version","OTLang","Legal","EncounterType","EC","PID","IV_HP","IV_ATK","IV_DEF","IV_SPA","IV_SPD","IV_SPE","EXP","Level","EV_HP","EV_ATK","EV_DEF","EV_SPA","EV_SPD","EV_SPE","Cool","Beauty","Cute","Smart","Tough","Sheen","NotOT","AbilityNum","GenderFlag","Form","PokerusStrain","PokerusDays","MetLevel","OriginalTrainerGender","FatefulEncounter","IsEgg","IsNicknamed","IsShiny","TID16","SID16","TSV","Move1_PP","Move2_PP","Move3_PP","Move4_PP","Move1_PPUp","Move2_PPUp","Move3_PPUp","Move4_PPUp","Relearn1","Relearn2","Relearn3","Relearn4","Checksum","Friendship","EggYear","EggMonth","EggDay","MetYear","MetMonth","MetDay"
"main @ [06] (Box 6)-13: 0888 - ザシアン - B771FF68D5A1.pk9","ザシアン","ザシアン","ようき","-","3015","あく","ふとうのけん","アイアンヘッド","じゃれつく","サイコファング","テラバースト","くちたけん","325","339","266","176","267","412","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","FF68D5A1","F3F44F80","31","31","31","31","31","31","1250000","100","0","252","0","0","6","252","0","0","0","0","0","0","i","1","2","0","0","0","70","0","False","False","False","False","49494","51587","141","24","16","16","16","3","3","3","3","(なし)","(なし)","(なし)","(なし)","46961","0","1","1","1","2025","8","11"
"main @ [06] (Box 6)-01: 0888 - ザシアン - 2F3A1C2FFF33.pk9","ザシアン","ザシアン","ようき","-","3773","あく","ふとうのけん","アイアンヘッド","おたけび","かみくだく","ムーンフォース","(なし)","325","276","266","176","266","343","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","1C2FFF33","402BABF7","31","31","31","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","70","0","False","False","False","False","49494","51587","141","24","48","24","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","12090","0","1","1","1","2025","8","11"
"main @ [06] (Box 6)-03: 0888 ★ - ザシアン - 57939B7465DB.pk9","ザシアン","ザシアン","いじっぱり","-","0027","でんき","ふとうのけん","かみくだく","ムーンフォース","インファイト","ギガインパクト","くちたけん","325","303","266","175","266","312","すてきなばしょ","－－－－－－－－－－","プレシャスボール","ガラル","シールド","Japanese","True","Event Gift (WC8)","9B7465DB","29B82802","31","31","31","30","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","100","0","True","False","False","True","24590","25012","27","24","24","8","8","3","3","3","3","(なし)","(なし)","(なし)","(なし)","22419","0","1","1","1","2025","8","11"
"main @ [06] (Box 6)-20: 0888 - ザシアン - AB8913F32194.pk9","ザシアン","ザシアン","ようき","-","2225","あく","ふとうのけん","アイアンヘッド","じゃれつく","つるぎのまい","テラバースト","くちたけん","344","339","269","176","267","388","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","13F32194","6AC2E1D7","31","31","31","31","31","31","1250000","100","76","252","12","0","6","164","0","0","0","0","0","0","i","1","2","0","0","0","70","0","False","False","False","False","49494","51587","141","24","16","32","16","3","3","3","3","(なし)","(なし)","(なし)","(なし)","43913","0","1","1","1","2025","8","11"
"main @ [06] (Box 6)-15: 0888 - ザシアン - D51E8F294850.pk9","ザシアン","ザシアン","ようき","-","2777","あく","ふとうのけん","アイアンヘッド","じゃれつく","インファイト","くさわけ","くちたけん","348","339","266","176","266","388","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","8F294850","99F23461","31","31","31","31","31","31","1250000","100","94","252","0","0","0","164","0","0","0","0","0","0","i","1","2","0","0","0","70","0","False","False","False","False","49494","51587","141","24","16","8","32","3","3","3","3","(なし)","(なし)","(なし)","(なし)","54558","0","1","1","1","2025","8","11"
"main @ [06] (Box 6)-07: 0888 - ザシアン - 3DA3D1898BCD.pk9","ザシアン","ザシアン","いじっぱり","-","4020","あく","ふとうのけん","アイアンヘッド","おたけび","かみくだく","ムーンフォース","(なし)","325","303","266","176","266","312","タワートップ","－－－－－－－－－－","モンスターボール","i","ソード","Japanese","True","Static Encounter","D1898BCD","EDAF16E6","31","31","31","31","31","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","70","0","False","False","False","False","49494","51587","141","24","48","24","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","15779","0","1","1","1","2025","8","11"
"main @ [30] (Box 30)-08: 0635 - サザンドラ - 002FFBE0EE3E.pk9","サザンドラ","サザンドラ","ひかえめ","M","0821","あく","ふゆう","あくのはどう","りゅうのはどう","かえんほうしゃ","とんぼがえり","こだわりスカーフ","326","221","216","383","216","295","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","FBE0EE3E","9130A26B","31","31","31","31","31","31","1250000","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","24","32","3","3","3","3","たいあたり","きあいだめ","(なし)","(なし)","47","255","2026","5","19","2026","5","19"
"main @ [30] (Box 30)-07: 0635 - サザンドラ - A42854517EA8.pk9","サザンドラ","サザンドラ","ひかえめ","M","3527","あく","ふゆう","あくのはどう","りゅうせいぐん","かえんほうしゃ","とんぼがえり","こだわりスカーフ","326","221","216","383","216","295","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","54517EA8","05D1D9A7","31","31","31","31","31","31","1250000","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","8","24","32","3","3","3","3","たいあたり","きあいだめ","(なし)","(なし)","42024","255","2026","5","19","2026","5","19"
"main @ Ride-0: 1007 - コライドン - 84D002EBA039.pk9","コライドン","コライドン","きまぐれ","-","0644","ゴースト","ひひいろのこどう","かえんほうしゃ","アクセルブレイク","こらえる","テラバースト","(なし)","235","209","180","141","160","209","コサジの小道","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","02EBA039","993AB171","31","31","28","31","28","31","393040","68","0","0","0","0","0","0","0","0","0","0","0","0","","1","2","0","0","0","68","0","False","False","False","False","4120","43968","3005","15","5","10","10","0","0","0","0","(なし)","(なし)","(なし)","(なし)","34000","0","1","1","1","2025","8","9"
"main @ Party: 0: 1007 - コライドン - FA6AE0857AC0.pk9","コライドン","コライドン","いじっぱり","-","0514","あく","ひひいろのこどう","フレアドライブ","ドレインパンチ","とんぼがえり","ニトロチャージ","とつげきチョッキ","398","405","260","185","231","306","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","E0857AC0","A766874A","25","31","25","31","25","31","1250000","100","252","252","0","0","6","0","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","24","16","32","32","3","3","3","3","(なし)","(なし)","(なし)","(なし)","64106","255","1","1","1","2025","8","9"
"main @ [01] (Box 1)-01: 1007 - コライドン - D39B0B309533.pk9","コライドン","コライドン","いじっぱり","-","4010","あく","ひひいろのこどう","ギガインパクト","ビルドアップ","アクセルブレイク","かえんほうしゃ","(なし)","335","336","260","185","230","306","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","0B309533","C2243887","25","31","25","31","25","31","1250000","100","0","0","0","0","0","0","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","8","32","8","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","54171","255","1","1","1","2025","8","9"
"main @ [01] (Box 1)-26: 1007 - コライドン - 3A2E3353352F.pk9","コライドン","コライドン","ようき","-","1896","あく","ひひいろのこどう","アクセルブレイク","げきりん","フレアドライブ","ワイルドボルト","こだわりハチマキ","335","369","261","185","230","405","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","3353352F","24CD5245","25","31","25","31","25","31","1250000","100","0","252","6","0","0","252","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","8","16","24","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","14894","255","1","1","1","2025","8","9"
"main @ [01] (Box 1)-20: 1007 - コライドン - 7D6F6B4F4844.pk9","コライドン","コライドン","ようき","-","1049","あく","ひひいろのこどう","アクセルブレイク","げきりん","フレアドライブ","ワイルドボルト","こだわりハチマキ","335","369","261","185","230","405","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","6B4F4844","7D613CF2","25","31","25","31","25","31","1250000","100","0","252","6","0","0","252","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","8","16","24","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","32111","255","1","1","1","2025","8","9"
"main @ [01] (Box 1)-19: 1007 - コライドン - 1BD750F1E9A5.pk9","コライドン","コライドン","いじっぱり","-","0713","あく","ひひいろのこどう","フレアドライブ","ドレインパンチ","とんぼがえり","ニトロチャージ","とつげきチョッキ","398","405","260","185","231","306","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","50F1E9A5","35CE1950","25","31","25","31","25","31","1250000","100","252","252","0","0","6","0","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","24","16","32","32","3","3","3","3","(なし)","(なし)","(なし)","(なし)","7127","255","1","1","1","2025","8","9"
"main @ [01] (Box 1)-13: 1007 - コライドン - 7182FF148029.pk9","コライドン","コライドン","いじっぱり","-","1314","あく","ひひいろのこどう","フレアドライブ","ドレインパンチ","とんぼがえり","ニトロチャージ","とつげきチョッキ","398","405","260","185","231","306","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","FF148029","B972EB57","25","31","25","31","25","31","1250000","100","252","252","0","0","6","0","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","24","16","32","32","3","3","3","3","(なし)","(なし)","(なし)","(なし)","29058","255","1","1","1","2025","8","9"
"main @ [01] (Box 1)-14: 1007 - コライドン - 6F8A3DB98CBE.pk9","コライドン","コライドン","ようき","-","1318","あく","ひひいろのこどう","アクセルブレイク","げきりん","フレアドライブ","ワイルドボルト","こだわりハチマキ","335","369","261","185","230","405","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","3DB98CBE","3D496F25","25","31","25","31","25","31","1250000","100","0","252","6","0","0","252","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","8","16","24","24","3","3","3","3","(なし)","(なし)","(なし)","(なし)","28554","255","1","1","1","2025","8","9"
"main @ [01] (Box 1)-25: 1007 - コライドン - 12F53EC7C4E8.pk9","コライドン","コライドン","いじっぱり","-","0603","あく","ひひいろのこどう","フレアドライブ","ドレインパンチ","とんぼがえり","ニトロチャージ","とつげきチョッキ","398","405","260","185","231","306","エリアゼロ (5)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Static Encounter","3EC7C4E8","94F3B149","25","31","25","31","25","31","1250000","100","252","252","0","0","6","0","0","0","0","0","0","0","i","1","2","0","0","0","72","0","False","False","False","False","4120","43968","3005","24","16","32","32","3","3","3","3","(なし)","(なし)","(なし)","(なし)","4853","255","1","1","1","2025","8","9"
"main @ [29] (Box 29)-26: 0979 - コノヨザル - 4F9A78F7D015.pk9","コノヨザル","コノヨザル","おくびょう","M","1193","あく","せいしんりょく","きしかいせい","ふんどのこぶし","ドレインパンチ","インファイト","(なし)","424","239","197","136","216","306","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","78F7D015","E047AAD7","31","31","31","31","31","31","1000000","100","252","0","6","0","0","252","0","0","0","0","0","0","i","2","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","16","8","3","3","3","3","ひっかく","にらみつける","きあいだめ","ほしがる","20378","255","2026","6","22","2026","6","22"
"main @ [18] (Box 18)-01: 0821 - ココガラ - 4E17C7DE544E.pk9","ココガラ","ココガラ","がんばりや","M","0185","かくとう","はとむね","にらみつける","つつく","(なし)","(なし)","(なし)","11","5","5","5","5","6","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","C7DE544E","96649DF7","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","30","35","0","0","0","0","0","0","にらみつける","つつく","(なし)","(なし)","19991","255","2026","5","14","2026","5","14"
"main @ [09] (Box 9)-02: 0093 - ゴースト - 7BAF51F5C767.pk9","ゴースト","ゴースト","がんばりや","M","1080","かくとう","ふゆう","うらみ","のろい","たたりめ","ナイトヘッド","(なし)","67","35","32","74","38","62","西１番エリア (1)","－－－－－－－－－－","モンスターボール","i","スカーレット","Japanese","True","Fixed Behavior Static Encounter","51F5C767","96E8D56A","0","0","0","0","0","0","21760","30","0","0","0","0","0","0","0","0","0","0","0","0","i","1","0","0","0","0","30","0","False","False","False","False","4120","43968","3005","10","10","10","15","0","0","0","0","(なし)","(なし)","(なし)","(なし)","31663","255","1","1","1","2026","5","13"
"main @ [09] (Box 9)-01: 0092 - ゴース - 480BF05514DA.pk9","ゴース","ゴース","がんばりや","M","0820","かくとう","ふゆう","あやしいひかり","したでなめる","(なし)","(なし)","(なし)","11","5","5","7","5","6","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","F05514DA","0EF13DBF","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","10","30","0","0","0","0","0","0","あやしいひかり","したでなめる","(なし)","(なし)","18443","255","2026","5","13","2026","5","13"
"main @ [02] (Box 2)-01: 0129 - コイキング - 37AA0224DF4F.pk9","コイキング","コイキング","いじっぱり","M","1614","あく","すいすい","はねる","(なし)","(なし)","(なし)","(なし)","11","5","6","4","5","6","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","0224DF4F","2081446B","25","31","25","31","25","31","0","1","0","0","0","0","0","0","0","0","0","0","0","0","i","2","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","40","0","0","0","0","0","0","0","はねる","(なし)","(なし)","(なし)","14250","255","2025","8","9","2025","8","9"
"main @ [29] (Box 29)-30: 0128-03 - ケンタロス - C157B5B561F9.pk9","ケンタロス","ケンタロス","ようき","M","0481","あく","いかりのつぼ","じしん","レイジングブル","くさわけ","まもる","(なし)","354","256","247","86","176","328","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","False","Egg","B5B561F9","92DA8CC0","31","31","31","31","31","31","1250000","100","252","0","6","0","0","252","0","0","0","0","0","0","i","2","0","3","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","16","3","3","3","3","たいあたり","しっぽをふる","(なし)","(なし)","49495","255","2026","6","22","2026","6","22"
"main @ [29] (Box 29)-28: 0128-01 - ケンタロス - 4A7EB5B561F9.pk9","ケンタロス","ケンタロス","ようき","M","1395","あく","いかりのつぼ","じしん","レイジングブル","くさわけ","まもる","(なし)","354","256","247","86","176","328","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","False","Egg","B5B561F9","7FEA28D9","31","31","31","31","31","31","1250000","100","252","0","6","0","0","252","0","0","0","0","0","0","i","2","0","1","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","16","3","3","3","3","たいあたり","しっぽをふる","(なし)","(なし)","19070","255","2026","6","22","2026","6","22"
"main @ [29] (Box 29)-29: 0128-02 - ケンタロス - 53DFB5B561F9.pk9","ケンタロス","ケンタロス","ようき","M","2585","あく","いかりのつぼ","じしん","レイジングブル","くさわけ","まもる","(なし)","354","256","247","86","176","328","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","False","Egg","B5B561F9","28DD8946","31","31","31","31","31","31","1250000","100","252","0","6","0","0","252","0","0","0","0","0","0","i","2","0","2","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","16","3","3","3","3","たいあたり","しっぽをふる","(なし)","(なし)","21471","255","2026","6","22","2026","6","22"
"main @ [29] (Box 29)-27: 0128 - ケンタロス - 9D78B5B561F9.pk9","ケンタロス","ケンタロス","ようき","M","3643","あく","いかりのつぼ","じしん","レイジングブル","くさわけ","まもる","(なし)","354","236","227","104","176","350","南１番エリア","ピクニック","モンスターボール","i","スカーレット","Japanese","True","Egg","B5B561F9","8DAA6E14","31","31","31","31","31","31","1250000","100","252","0","6","0","0","252","0","0","0","0","0","0","i","2","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","16","16","32","16","3","3","3","3","たいあたり","しっぽをふる","(なし)","(なし)","40312","255","2026","6","22","2026","6","22"
"main @ [09] (Box 9)-20: 0094 - ゲンガー - 5359C16B196E.pk9","ゲンガー","ゲンガー","おくびょう","M","4044","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","アンコール","みちづれ","きあいのタスキ","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","C16B196E","C0323CFE","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","8","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","21337","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-30: 0094 - ゲンガー - A4ADD15F0E76.pk9","ゲンガー","ゲンガー","おくびょう","F","2592","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","みちづれ","みがわり","(なし)","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","D15F0E76","6B6EC966","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","16","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","42157","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-26: 0094 - ゲンガー - BF57FDB8A25D.pk9","ゲンガー","ゲンガー","おくびょう","M","2278","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","みちづれ","まもる","(なし)","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","FDB8A25D","6AC7E4A7","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","16","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","48983","255","2026","5","13","2026","5","13"
"main @ [30] (Box 30)-06: 0094 ★ - ゲンガー - 96D2D5980987.pk9","ゲンガー","ゲンガー","おくびょう","M","3005","ドラゴン","のろわれボディ","たたりめ","ほろびのうた","さいみんじゅつ","まもる","(なし)","324","121","156","296","187","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","D5980987","48E7F339","31","0","31","31","31","31","1059860","100","252","0","0","0","6","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","True","4120","43968","3005","16","8","32","16","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","38610","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-28: 0094 - ゲンガー - AB9E2E8605FB.pk9","ゲンガー","ゲンガー","おくびょう","F","0584","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","きあいだま","みがわり","(なし)","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","2E8605FB","0B3B2FB1","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","16","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","43934","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-29: 0094 - ゲンガー - ED31D9A5B79F.pk9","ゲンガー","ゲンガー","おくびょう","F","1936","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","みちづれ","まもる","(なし)","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","D9A5B79F","03207A26","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","16","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","60721","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-22: 0094 - ゲンガー - 9EE7323AC3EF.pk9","ゲンガー","ゲンガー","おくびょう","F","1053","ドラゴン","のろわれボディ","シャドーボール","ヘドロばくだん","アンコール","みちづれ","きあいのタスキ","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","323AC3EF","8414C5CE","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","8","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","40679","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-19: 0094 - ゲンガー - 2E95594C504E.pk9","ゲンガー","ゲンガー","おくびょう","M","2374","ドラゴン","のろわれボディ","シャドーボール","ヘドロばくだん","アンコール","みちづれ","きあいのタスキ","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","594C504E","B29526FD","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","8","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","11925","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-27: 0094 - ゲンガー - 70336DC507E5.pk9","ゲンガー","ゲンガー","おくびょう","M","4082","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","みちづれ","みがわり","(なし)","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","6DC507E5","E0BE1F9E","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","16","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","28723","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-16: 0094 - ゲンガー - 7041FDE15E83.pk9","ゲンガー","ゲンガー","おくびょう","F","3194","ドラゴン","のろわれボディ","シャドーボール","ヘドロばくだん","こごえるかぜ","みちづれ","きあいのタスキ","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","FDE15E83","E57222D9","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","24","8","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","28737","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-04: 0094 - ゲンガー - C2402A40DB40.pk9","ゲンガー","ゲンガー","おくびょう","M","2525","ドラゴン","のろわれボディ","あやしいひかり","したでなめる","(なし)","(なし)","(なし)","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","2A40DB40","609BFD42","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","10","30","0","0","0","0","0","0","あやしいひかり","したでなめる","(なし)","(なし)","49728","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-05: 0094 - ゲンガー - 0F3B4B3A0AF5.pk9","ゲンガー","ゲンガー","ひかえめ","M","2648","ドラゴン","のろわれボディ","あやしいひかり","したでなめる","(なし)","(なし)","(なし)","262","121","156","394","186","319","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","4B3A0AF5","812F24A4","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","10","30","0","0","0","0","0","0","あやしいひかり","したでなめる","(なし)","(なし)","3899","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-09: 0094 - ゲンガー - E5170A22B719.pk9","ゲンガー","ゲンガー","おくびょう","M","1555","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","みちづれ","みがわり","(なし)","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","0A22B719","8A1AEB26","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","16","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","58647","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-23: 0094 - ゲンガー - 76813FA4275D.pk9","ゲンガー","ゲンガー","おくびょう","F","2503","ドラゴン","のろわれボディ","シャドーボール","ヘドロばくだん","アンコール","みちづれ","きあいのタスキ","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","3FA4275D","DE9842E4","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","1","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","8","8","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","30337","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-14: 0094 - ゲンガー - C281AA834E1A.pk9","ゲンガー","ゲンガー","おくびょう","M","0389","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","こごえるかぜ","みちづれ","きあいのタスキ","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","AA834E1A","A898B0CF","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","24","8","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","49793","255","2026","5","13","2026","5","13"
"main @ [09] (Box 9)-10: 0094 - ゲンガー - 3B96D5980987.pk9","ゲンガー","ゲンガー","おくびょう","M","3600","ドラゴン","のろわれボディ","シャドーボール","ヘドロウェーブ","ちょうはつ","みちづれ","きあいのタスキ","262","121","156","359","186","350","南１番エリア","通信交換 (タマゴ)","モンスターボール","i","スカーレット","Japanese","True","Egg","D5980987","2212C319","31","0","31","31","31","31","1059860","100","6","0","0","252","0","252","0","0","0","0","0","0","i","4","0","0","0","0","1","0","False","False","False","False","4120","43968","3005","24","16","32","8","3","3","3","3","あやしいひかり","したでなめる","(なし)","(なし)","15254","255","2026","5","13","2026","5","13"
